Archivo,Centroide Espectral,Ancho de Banda Espectral,Roloff Espectral,Flatness Espectral,Magnitud Promedio Fourier,ZCR Promedio,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Tipo de Voz
ANDRES-ARTIFICIAL-HOMBRE_16_pitch.wav,2317.7886052900317,2234.7525846928534,4265.775568511849,0.06133411,0.3090411,0.14081559305297398,-319.3705,85.785065,9.890641,16.024662,10.95726,-8.229741,-10.571087,-10.981231,-12.995292,-10.316261,-12.479502,-0.75648344,-12.107165,2.9448683,-2.6609802,-8.834134,-3.304339,-0.76272744,-8.982606,-1.5817432,artificial
ANDRES-ARTIFICIAL-HOMBRE_16_shift.wav,2267.7973294845046,2062.9776646919972,3960.9086387662637,0.13743073,0.43444067,0.13121454364157373,-303.4271,81.31721,9.395656,16.400343,13.580393,-4.5840874,-7.533192,-7.852815,-12.009475,-7.9542456,-13.70987,0.30367368,-11.264501,0.45781055,1.0501584,-6.585612,-5.5859323,1.3718691,-8.422225,-1.004566,artificial
ANDRES-ARTIFICIAL-HOMBRE_17.wav,2320.249046859231,2248.1010950453688,4420.133620042067,0.043253314,0.46770185,0.12097100897149725,-286.8534,90.25498,0.70031637,22.870539,9.457455,-0.21541855,-4.466943,2.699583,-10.597194,-6.169721,-0.56884575,-6.054036,-4.0216546,-0.97407156,-4.4191504,1.4568634,-6.612283,-1.7435645,-4.02648,-2.3718462,artificial
ANDRES-ARTIFICIAL-HOMBRE_17_noise.wav,3593.9313687538847,2962.368500176097,7198.419658954327,0.13896051,0.6477963,0.24506688379979397,-165.9858,48.01496,10.336571,13.761304,5.5508413,1.5327467,-3.6020508,0.1965881,-8.736102,-3.201587,-3.855354,-1.2970837,-5.336173,-0.2534885,-4.0212817,-0.11154052,-5.439965,-1.8032434,-4.468127,-1.795091,artificial
ANDRES-ARTIFICIAL-HOMBRE_17_pitch.wav,2336.08609744608,2263.6586244809973,4460.330904447115,0.03414681,0.31612775,0.13222830636160715,-315.02368,87.92631,0.035832163,22.71977,6.7891603,-2.4089975,-4.6402926,0.69957036,-13.177067,-4.5386143,-0.80077034,-6.486368,-2.5721,-1.9146944,-3.6152651,-0.61720175,-6.956086,-1.3562468,-4.3589892,-3.3252563,artificial
ANDRES-ARTIFICIAL-HOMBRE_17_shift.wav,2320.1545323642563,2247.9606072252386,4417.249708909255,0.043221258,0.46770436,0.12097100897149725,-286.9562,90.291336,0.69755256,22.878424,9.455491,-0.21718727,-4.4697084,2.7053027,-10.607774,-6.1743135,-0.572983,-6.0547934,-4.0197215,-0.97422373,-4.4209776,1.4590111,-6.6116743,-1.7296807,-4.024712,-2.37216,artificial
ANDRES-ARTIFICIAL-HOMBRE_18.wav,2678.850881543561,2515.4594338604934,5230.568418023307,0.049480066,0.475188,0.1496479737692039,-293.61636,73.5445,13.83031,12.296474,17.741362,4.006193,-4.3097434,0.76630354,-10.553585,1.1508927,-13.400758,-2.333378,-1.137855,-6.4770617,0.876829,3.1092634,-5.601914,-0.9140937,-2.66802,-1.7757647,artificial
ANDRES-ARTIFICIAL-HOMBRE_18_noise.wav,3208.2506393865765,2660.324402925168,5978.591595015712,0.11548776,0.48218477,0.2138501385736732,-263.60257,64.64697,15.27185,13.039756,14.990731,5.666301,-4.737703,1.1389165,-9.193369,-0.008797502,-12.518448,-1.4760666,-2.2398322,-4.9355803,-0.59337115,3.4064996,-5.4257784,-0.90015554,-2.7099862,-1.0494218,artificial
ANDRES-ARTIFICIAL-HOMBRE_18_pitch.wav,2716.4852269946273,2559.6233765878455,5320.53570454347,0.039919082,0.31509048,0.15570648022870112,-322.3166,69.81889,14.326352,12.464624,16.201603,1.763827,-4.6896977,-1.8696835,-10.037822,-0.4019395,-14.1727915,0.4731364,-2.9423707,-5.152531,2.3970165,0.21475591,-6.331754,-0.93394357,-3.371744,-4.38979,artificial
ANDRES-ARTIFICIAL-HOMBRE_18_shift.wav,2679.155156289994,2515.712492425908,5232.132281937413,0.049406487,0.47518507,0.14988120308135475,-293.6529,73.554985,13.842524,12.297566,17.740847,4.007925,-4.314292,0.76647335,-10.554482,1.1492972,-13.399861,-2.3348408,-1.1384815,-6.4797363,0.8754962,3.1070971,-5.5996156,-0.90876496,-2.6733422,-1.7762791,artificial
ANDRES-ARTIFICIAL-HOMBRE_19.wav,2503.096749548936,2288.747125374752,4683.737991386925,0.033899724,0.5489696,0.12524327793727916,-251.01497,80.46559,-7.928459,27.877222,11.287575,-8.875188,2.2488902,-3.9226315,-20.619963,4.8727117,-18.814062,0.1386211,-6.121224,-13.55089,-1.1149395,-3.5978417,-9.288389,-2.4249055,-2.9734328,-5.0470924,artificial
ANDRES-ARTIFICIAL-HOMBRE_19_noise.wav,2951.347462292434,2554.8225712046124,5578.183878436947,0.06515698,0.575561,0.17362021725927562,-210.00368,62.78543,-2.5192523,23.947214,8.241474,-5.3359356,-0.10040731,-3.4910767,-16.808563,0.63335687,-13.881356,-2.1351418,-5.4223566,-11.361627,-3.8981588,-1.3471427,-10.378294,-1.8018131,-2.8214688,-5.228526,artificial
ANDRES-ARTIFICIAL-HOMBRE_19_pitch.wav,2539.368840407427,2318.0845097563115,4757.506332127871,0.025963008,0.36427578,0.1476170839774735,-281.83157,77.41089,-8.235081,29.173077,8.404162,-11.557609,1.9781004,-8.635844,-18.644468,4.00887,-19.57366,2.9161205,-10.945314,-11.016041,0.3302499,-6.405541,-7.8927703,-1.2086245,-3.8699408,-7.569536,artificial
ANDRES-ARTIFICIAL-HOMBRE_19_shift.wav,2501.4041290228206,2288.6482980560613,4681.911854019435,0.033554394,0.548965,0.12506297620362192,-251.035,80.471794,-7.925048,27.880362,11.289989,-8.871012,2.2486274,-3.9206944,-20.618387,4.872021,-18.817297,0.13822874,-6.1244125,-13.553398,-1.1174073,-3.6002438,-9.2860365,-2.4252431,-2.974281,-5.0455356,artificial
ANDRES-ARTIFICIAL-HOMBRE_20.wav,2722.7406789147904,2311.642397980262,4864.420560895956,0.06696001,0.44442573,0.21333274672267355,-298.7186,73.24861,2.310359,16.25192,7.339752,-3.110118,-11.024558,-16.896917,-16.494282,-3.292602,-19.451397,0.33677834,-10.204462,-10.662609,-0.5733673,-4.4817476,-11.588131,2.1118553,-9.527295,-2.8105898,artificial
ANDRES-ARTIFICIAL-HOMBRE_20_noise.wav,3829.7136333063013,3020.635177567084,7598.2308639909525,0.13082981,0.62274885,0.2507421586502954,-174.1582,36.109074,11.602675,10.633784,3.2451262,1.662813,-10.337389,-10.360119,-12.602835,-4.625597,-11.297054,-1.9347574,-7.85204,-4.7106853,-3.6567543,-1.8908125,-6.9108186,-0.20433256,-5.3660784,-2.2270741,artificial
ANDRES-ARTIFICIAL-HOMBRE_20_pitch.wav,2736.280670712423,2377.0008852361307,4976.809886216765,0.027386636,0.2940115,0.15433726458641064,-333.29996,71.61695,3.0020185,16.416584,6.207999,-5.5608983,-13.194865,-19.31337,-14.195243,-4.7930202,-18.93635,1.2355098,-13.598458,-7.209481,-0.34300375,-8.043368,-8.81294,1.189151,-11.185791,-0.7098781,artificial
ANDRES-ARTIFICIAL-HOMBRE_20_shift.wav,2722.523865235704,2313.0983393762417,4877.0001500184635,0.06639434,0.44443658,0.21305506831610044,-298.6784,73.21725,2.3096704,16.257004,7.33198,-3.0978215,-10.997522,-16.896126,-16.486017,-3.300848,-19.459219,0.3313659,-10.198723,-10.662519,-0.5699969,-4.4912643,-11.572224,2.104415,-9.519938,-2.8261805,artificial
ANDRES-ARTIFICIAL-MUJER_11.wav,2404.671420070247,2070.5100618806323,4286.042114557739,0.12817575,0.38052425,0.14184990210380835,-330.19424,69.14198,-15.781798,12.080726,-2.2145693,-13.344122,-9.431706,-13.247291,-13.698115,-6.6972055,-17.229563,1.9737314,-16.349792,4.1325617,-10.234583,-7.313523,-6.383385,-6.5875173,-12.768178,-1.7954701,artificial
ANDRES-ARTIFICIAL-MUJER_11_noise.wav,3611.907288122824,2885.188721287448,6803.804394771191,0.16837619,0.4534486,0.24265658591830466,-228.72102,40.99295,-1.7715116,5.4153023,0.23001024,-10.17709,-9.011145,-9.892879,-10.42091,-8.577917,-8.504276,-4.036473,-7.4187636,-0.8671575,-5.253108,-6.6740203,-4.272739,-5.3196397,-9.032255,-3.4213567,artificial
ANDRES-ARTIFICIAL-MUJER_11_pitch.wav,2690.2910844862,2372.3711906877766,4943.404424044073,0.069836244,0.2752601,0.1505317906685094,-341.1063,67.24628,-15.1050625,8.486346,-3.5503821,-18.153158,-8.992808,-17.645638,-10.913475,-11.996478,-12.31003,-2.6699784,-12.7458935,2.6213925,-12.348586,-7.6181865,-5.5523753,-10.676043,-9.3299885,-4.357619,artificial
ANDRES-ARTIFICIAL-MUJER_11_shift.wav,2418.4222225577564,2079.892838187836,4313.553823710074,0.12838863,0.3805952,0.14185590064496315,-330.86084,69.31873,-15.850529,12.134115,-2.252471,-13.337565,-9.455632,-13.273983,-13.741238,-6.6494217,-17.316732,2.0442865,-16.405552,4.2374496,-10.243637,-7.28658,-6.3875575,-6.5551987,-12.793644,-1.7750841,artificial
ANDRES-ARTIFICIAL-MUJER_13.wav,2273.7191270968888,1936.6642793929304,3901.1883544921875,0.1394262,0.36420983,0.1224609375,-328.28906,68.98344,-2.2947733,14.084162,0.676864,-19.468485,-9.949993,-5.160921,-18.236406,-5.4284406,-12.100938,-2.9490397,-7.358089,1.4834722,-5.4374313,-7.5555906,-1.7251363,-6.8696117,-8.593725,-1.1892071,artificial
ANDRES-ARTIFICIAL-MUJER_13_noise.wav,3600.662718994279,2961.333941060209,7168.291168212891,0.112210445,0.5043628,0.22895406087239584,-203.10295,36.560146,3.9151914,6.5202656,-1.3882248,-10.6060505,-10.890124,-4.641577,-13.10353,-5.4017673,-8.291494,-3.7290356,-5.779119,0.7689289,-6.5821247,-2.9611425,-5.1809306,-3.4036431,-8.457942,-2.3020985,artificial
ANDRES-ARTIFICIAL-MUJER_13_pitch.wav,2433.6488296914254,2160.035599402518,4373.326263427734,0.06257434,0.25809535,0.14243418375651043,-342.93738,71.90876,-5.3280997,11.9661665,-3.1789432,-24.025793,-9.690611,-8.292814,-18.790976,-5.853061,-12.0063,-2.4330363,-7.154356,1.8218666,-9.647901,-5.8857036,-2.962499,-9.625979,-6.6481986,-3.151597,artificial
ANDRES-ARTIFICIAL-MUJER_13_shift.wav,2287.8711639717926,1940.8700519039126,3916.014862060547,0.14002648,0.3643308,0.12213490804036459,-328.2293,68.933304,-2.350907,14.115049,0.6846288,-19.482311,-9.932242,-5.1322846,-18.187916,-5.410147,-12.107422,-2.928889,-7.359076,1.4649955,-5.4176393,-7.513212,-1.713853,-6.868782,-8.572851,-1.1684061,artificial
ANDRES-ARTIFICIAL-MUJER_14.wav,2520.1248836813797,2067.3884004732768,4634.9916156969575,0.13583396,0.3788026,0.16033109507166354,-333.42004,64.24944,1.2806034,30.746939,-7.1480165,3.8561044,-10.722377,-4.3928533,-7.4781404,-2.1693811,-9.300794,-1.2723739,-11.306856,4.403098,-7.589358,-2.8053067,-8.003732,-1.3435754,-13.05764,1.2969998,artificial
ANDRES-ARTIFICIAL-MUJER_14_noise.wav,3821.693063166033,2962.426815522166,7254.49363306949,0.19459486,0.47695324,0.2691182301456767,-216.25893,36.108112,12.172603,14.957681,0.21383108,-1.6265441,-6.425416,-6.0772734,-5.244423,-4.383311,-5.6437573,-3.9635038,-6.322098,-0.8781385,-3.5232909,-5.8337708,-3.8759031,-4.673347,-7.335475,-3.048466,artificial
ANDRES-ARTIFICIAL-MUJER_14_pitch.wav,2764.5038552632805,2402.1953644589453,5310.919671309622,0.06504546,0.27342856,0.160091543556156,-347.35278,63.98232,5.9270444,26.104465,-7.4063516,-0.6527722,-11.209753,-7.281755,-5.822996,-5.526887,-7.696531,-5.3474646,-8.125799,2.1430357,-8.3878975,-5.835743,-6.2762594,-5.748801,-10.421937,-0.23092918,artificial
ANDRES-ARTIFICIAL-MUJER_14_shift.wav,2514.124979910237,2064.527228176817,4625.075008994655,0.13585068,0.37882286,0.16032880051691728,-333.4586,64.266,1.2844379,30.746227,-7.1325593,3.8482728,-10.728446,-4.3957796,-7.4865317,-2.1722372,-9.309056,-1.2790227,-11.315067,4.396413,-7.6084957,-2.801936,-8.007079,-1.3429536,-13.059456,1.2962369,artificial
ANDRES-REAL-HOMBRE_01.wav,1151.514657442417,1414.6747610574243,2274.983504011824,0.0015976228,0.5306061,0.052701248362520686,-223.41371,167.74277,-15.1411705,41.124283,-5.3101068,15.921793,-13.178651,-2.3705304,-1.858339,-0.85384256,-8.713537,-0.0075858315,1.173499,-6.7013907,0.8159557,-2.9694943,-4.4482064,-3.8286355,-2.8824995,-3.2254953,real
ANDRES-REAL-HOMBRE_01_noise.wav,2491.2028473955947,2906.6987641362402,6014.319837415541,0.031534296,0.6734347,0.10087222705805295,-152.1765,90.38977,26.001543,18.44279,9.420063,5.6187906,-7.054221,-3.6999543,-2.69671,-0.6526961,-7.925632,0.6790314,-2.1558843,-1.7601963,-3.7443974,-0.018533984,-6.150772,-1.8155603,-4.9929104,-1.2653717,real
ANDRES-REAL-HOMBRE_01_pitch.wav,1205.0267743729817,1474.1881058745043,2385.0724503800675,0.0021094384,0.3508633,0.05741573445256481,-260.22232,162.57457,-14.860961,40.233246,-6.4078474,14.83503,-15.818542,-0.40920183,-2.7478607,-1.3338126,-9.4782915,2.7106655,-1.9591144,-5.6962194,0.5788438,-4.6290145,-4.731951,-3.350893,-3.1011302,-3.5468805,real
ANDRES-REAL-HOMBRE_01_shift.wav,1151.5761224678402,1414.7083764909116,2276.1118296030404,0.0015968218,0.53061235,0.05272306346525096,-223.3243,167.6409,-15.048136,41.02817,-5.234927,15.845179,-13.110049,-2.4300354,-1.8062655,-0.8900716,-8.685408,-0.0337044,1.1811568,-6.7164946,0.8114098,-2.9700136,-4.4537888,-3.821838,-2.8936055,-3.2207649,real
ANDRES-REAL-HOMBRE_02.wav,1033.489088380058,1222.256229508065,1933.292210355718,0.0025774252,0.24774523,0.054970310653073284,-359.10672,147.53812,7.4528584,28.53568,10.825119,8.83921,-9.549009,-11.396826,-3.5530846,-10.576227,-10.027495,-5.803357,-7.106895,-4.9520617,-7.2002125,-6.8191376,-2.5917938,-7.5704393,-3.8019922,-5.6424775,real
ANDRES-REAL-HOMBRE_02_noise.wav,4033.122918503985,3185.777857607181,8137.145476645612,0.1864683,0.5653865,0.2855210180260047,-171.85118,35.40271,19.116604,16.512302,8.33767,6.479304,-3.9475663,-2.798426,-7.1832623,-4.651935,-8.857386,-3.5595007,-6.7698073,-2.303443,-6.2021093,-2.1981244,-5.271589,-1.5079169,-5.3942394,-1.7910142,real
ANDRES-REAL-HOMBRE_02_pitch.wav,1070.9617884982615,1279.1383485174083,2016.994265292553,0.0018097123,0.16845647,0.05447683492169031,-389.8877,136.98537,11.104591,27.346436,10.757531,5.87571,-11.717766,-10.96914,-4.3980474,-12.445306,-9.527998,-5.957855,-7.2834234,-4.898885,-8.3239155,-5.6944566,-3.988318,-7.3166037,-3.073053,-7.170781,real
ANDRES-REAL-HOMBRE_02_shift.wav,1024.5474009328823,1218.7188058986474,1916.3532662898936,0.0016258005,0.2477831,0.055182707225177305,-357.10617,145.81583,8.747865,27.943884,11.280785,8.596253,-9.293859,-11.526998,-3.5657887,-10.596741,-10.028496,-5.847241,-7.183367,-4.9301977,-7.238713,-6.8263564,-2.6879387,-7.525856,-3.8389335,-5.6554346,real
ANDRES-REAL-HOMBRE_03.wav,1390.455143320197,1422.004326701528,2611.795054290254,0.0043132305,0.32416135,0.079150390625,-349.86368,141.25291,-17.19006,10.402398,2.5410838,11.089997,-11.88829,-6.127591,-14.3110695,-3.517765,-0.11025908,-11.099844,-1.9208683,-8.094337,-0.9653142,-3.195236,-7.840628,-2.1398456,-5.945701,-5.5852766,real
ANDRES-REAL-HOMBRE_03_noise.wav,3877.20218613637,3029.6774560623194,7647.608332229873,0.1960704,0.58035433,0.29512960143008476,-171.35513,44.36219,7.9348617,3.5789895,2.4430397,4.179248,-5.5216665,-4.867915,-8.594169,-1.6321211,-3.783292,-1.3563446,-5.754794,-0.82392794,-3.5223112,-0.3954195,-5.1232643,-0.65271,-4.801784,-2.1850092,real
ANDRES-REAL-HOMBRE_03_pitch.wav,1445.544252958623,1491.7965049962102,2718.694633871822,0.0047374656,0.21395053,0.08611460540254237,-385.47263,136.59346,-19.05375,10.80053,2.8769338,9.622584,-13.792916,-6.33558,-14.834455,0.035582434,-2.391615,-10.254581,-1.8815279,-8.194488,0.6115607,-6.032146,-6.164623,-2.5892916,-6.690785,-5.448754,real
ANDRES-REAL-HOMBRE_03_shift.wav,1389.4183917186988,1421.335137518176,2604.6781481726694,0.0042280755,0.32417846,0.07932170286016949,-350.49417,142.10793,-17.684015,10.586573,2.4068835,11.259809,-12.104234,-6.051963,-14.326183,-3.4748518,-0.09900233,-11.172849,-1.9081378,-8.126122,-1.0130658,-3.1730566,-7.8728466,-2.1464474,-5.972734,-5.559827,real
ANDRES-REAL-HOMBRE_04.wav,1371.9955637915557,1741.584901472301,2646.4036631808385,0.006849462,0.2521712,0.06617573226880878,-345.7602,116.58902,37.061127,32.829983,6.656686,10.694256,-4.5292273,10.476974,0.2281981,0.8460215,-2.111252,-1.5123316,-2.3446207,-2.165993,3.2537189,-5.4146805,-3.4777565,-2.7377193,-2.9327705,-2.8678954,real
ANDRES-REAL-HOMBRE_04_noise.wav,3569.608721305921,3120.2608339329927,7530.863155735698,0.14479816,0.42164278,0.23840768269984325,-213.64177,48.152752,30.297546,22.615253,8.208753,7.584445,0.12843259,4.5643797,-0.74422663,2.0313056,-3.129202,0.2963277,-3.7616203,0.31574288,-2.4700792,-0.11858888,-4.7678237,-0.7105253,-4.656905,-1.3645477,real
ANDRES-REAL-HOMBRE_04_pitch.wav,1416.193339415245,1808.2483555007643,2746.2461733444356,0.0071219415,0.16799396,0.06660860354623825,-380.07037,112.59561,39.27966,30.098969,6.440175,8.192725,-3.6505542,10.66367,-1.5676914,-0.17834419,-3.4797304,-1.2077113,-3.4789352,-0.45305794,1.4503211,-6.979717,-2.587232,-3.3033533,-2.893534,-4.4202247,real
ANDRES-REAL-HOMBRE_04_shift.wav,1369.5264998587077,1740.309584517879,2641.1924930201803,0.006920635,0.25218993,0.06602572737068965,-345.70267,116.65335,37.10946,32.85553,6.6812634,10.708186,-4.5078106,10.486861,0.2333293,0.8424554,-2.111763,-1.5123887,-2.3451755,-2.1627295,3.250454,-5.4176154,-3.4733407,-2.740454,-2.9379213,-2.8669481,real
ANDRES-REAL-HOMBRE_05.wav,1189.6840720514524,1420.4131578512126,2366.4047241210938,0.0012617147,0.3841692,0.05916029741974915,-268.6249,158.75562,-15.29061,41.26124,-17.662407,6.2113748,-26.152773,-11.841697,-6.9014907,-16.811407,-7.276658,-14.951239,2.4633043,-13.055963,-3.759588,-3.2181122,-8.887977,-0.6724442,-7.0085177,-3.0218272,real
ANDRES-REAL-HOMBRE_05_noise.wav,2353.4747179629717,2761.5366742341917,5404.856872558594,0.032240782,0.46141213,0.10603882666347789,-205.27824,89.562454,25.28818,16.09654,-0.7480876,-4.4921703,-18.603266,-12.21353,-11.092334,-10.060879,-14.051404,-6.293889,-5.8612843,-5.656697,-7.5374417,-1.7006226,-7.959227,-1.3960532,-5.933749,-3.405719,real
ANDRES-REAL-HOMBRE_05_pitch.wav,1244.1880856581242,1485.3187262624951,2477.984619140625,0.0014781143,0.252418,0.062254821362138606,-303.4197,149.84471,-11.71477,36.364075,-17.892864,2.7568645,-28.972786,-9.474484,-9.7421255,-15.613902,-8.978039,-11.871083,1.4630628,-14.371622,-0.35023448,-6.321285,-6.592127,-1.951572,-6.953179,-3.649138,real
ANDRES-REAL-HOMBRE_05_shift.wav,1189.8096204829665,1420.5318226754728,2363.8412475585938,0.001266246,0.38417706,0.059163619060905615,-268.48926,158.65842,-15.187959,41.193108,-17.584442,6.1630535,-26.106184,-11.871392,-6.9045486,-16.820702,-7.2899895,-14.934281,2.444942,-13.039763,-3.7788625,-3.2014847,-8.886405,-0.67651284,-7.007059,-3.0427847,real
ANDRES-REAL-HOMBRE_06.wav,1200.7029624368715,1364.1459962743477,2210.7315852335673,0.0025865152,0.29159704,0.06645529449778434,-336.16132,144.51248,7.936697,36.05476,-11.991942,10.134649,-20.576595,-13.819226,-3.8921201,-13.042952,-2.7374082,-5.432731,-0.5986088,-8.519758,-0.67206806,-2.7509925,-6.33593,-2.704128,-9.286435,-2.8897738,real
ANDRES-REAL-HOMBRE_06_noise.wav,3350.678483606326,3112.361860817587,7402.247968980798,0.10622116,0.48497403,0.18856840072624323,-196.31738,51.964138,26.353437,15.029351,0.32401827,-0.20935614,-10.8246,-8.602841,-10.94073,-6.0458183,-7.2799263,-1.8159617,-5.372261,-1.4631658,-4.7137213,-0.98302627,-5.709352,-2.322791,-6.907438,-2.778444,real
ANDRES-REAL-HOMBRE_06_pitch.wav,1255.0098965391278,1429.439931843887,2322.8611550267724,0.0026459026,0.19097978,0.06869859944300837,-370.6399,137.60999,10.437642,31.262436,-12.049734,7.3791013,-23.930614,-11.405076,-5.3230305,-11.712268,-2.194552,-4.301507,-1.5768695,-7.8229117,0.87794584,-5.5656166,-5.077126,-4.85362,-8.052328,-2.2914157,real
ANDRES-REAL-HOMBRE_06_shift.wav,1197.5988255869477,1363.2235992486312,2202.557237813885,0.0021490522,0.29157045,0.06651611929160513,-336.15775,144.68704,7.840128,36.179638,-12.027848,10.170456,-20.621012,-13.79671,-3.8914523,-13.060283,-2.736503,-5.4595895,-0.59806854,-8.522968,-0.64609396,-2.7530258,-6.337821,-2.7134387,-9.306069,-2.8837726,real
ANDRES-REAL-MUJER_07.wav,1328.0369576906767,1443.6093101086326,2529.2480799116206,0.00906693,0.18230875,0.07810583876014884,-398.9014,118.27322,14.140694,8.737112,10.917086,-0.82308924,-12.053936,-3.571846,-9.421749,-4.819216,-0.6556697,-6.651564,-9.432076,-6.3048506,-3.5291831,-8.719767,-6.507159,-3.9548306,-6.132149,-5.876009,real
ANDRES-REAL-MUJER_07_noise.wav,2419.8350882096042,2371.616357035059,4523.429571211096,0.094764955,0.1969647,0.16531194498477672,-360.7819,91.96167,18.127901,9.632836,6.8340583,0.7786141,-11.0075445,-3.730527,-9.368936,-3.4581943,-2.6422598,-4.7092485,-9.981987,-5.050762,-5.1059475,-6.3501368,-7.6603837,-2.9230158,-6.684841,-4.7233243,real
ANDRES-REAL-MUJER_07_pitch.wav,1359.263776174656,1490.9132468857688,2590.5404923249325,0.0076265633,0.12422252,0.07057943589309879,-436.04922,118.46612,11.643109,8.646698,10.019973,-2.853388,-12.238659,-3.9174924,-10.231711,-3.2776172,-1.7479213,-8.52807,-10.182228,-5.7471194,-5.173921,-9.76659,-5.1874743,-4.6421084,-6.683344,-6.446671,real
